"StoreID"||"FiscalYearId"||"CalendarID"||"Sales"
"102739"||"2024"||"04"||"463617.24890000000"
"102500"||"2024"||"02"||"188256.63020000000"
"102088"||"2024"||"06"||"227881.07990000000"
"103093"||"2024"||"03"||"234579.78100000000"
"100293"||"2024"||"12"||"343605.04570000000"
"103406"||"2024"||"03"||"136988.98130000000"
"102913"||"2024"||"03"||"353989.99460000000"
"104650"||"2024"||"03"||"371570.43220000000"
"104932"||"2024"||"11"||"254621.61360000000"
"101747"||"2024"||"10"||"220227.21060000000"
"104171"||"2024"||"08"||"241272.63760000000"
"100475"||"2024"||"04"||"178633.14410000000"
"102907"||"2024"||"11"||"400291.43700000000"
"100482"||"2024"||"09"||"258682.74810000000"
"104954"||"2024"||"12"||"200255.51270000000"
"104474"||"2024"||"10"||"355085.43220000000"
"102042"||"2024"||"05"||"395700.11730000000"
"104946"||"2024"||"10"||"232178.50160000000"
"103093"||"2024"||"06"||"211394.40990000000"
"102899"||"2024"||"08"||"221418.66590000000"
"104923"||"2024"||"09"||"326813.62360000000"
"101094"||"2024"||"09"||"239685.42200000000"
"102472"||"2024"||"06"||"206727.11100000000"
"102452"||"2024"||"06"||"197821.67080000000"
"101042"||"2024"||"10"||"319992.18670000000"
"101403"||"2024"||"09"||"190257.97470000000"
"103907"||"2024"||"04"||"152147.26620000000"
"101753"||"2024"||"10"||"249070.11610000000"
"100487"||"2024"||"06"||"251684.30450000000"
"103352"||"2024"||"10"||"205241.75770000000"
"102228"||"2024"||"08"||"244708.40420000000"
"104662"||"2024"||"12"||"419076.68900000000"
"103069"||"2024"||"08"||"307109.10570000000"
"102908"||"2024"||"09"||"291103.35960000000"
"100249"||"2024"||"03"||"312027.72080000000"
"104127"||"2024"||"08"||"320663.47620000000"
"103657"||"2024"||"10"||"281995.86460000000"
"101758"||"2024"||"11"||"263080.36230000000"
"104183"||"2024"||"01"||"271530.76170000000"
"102450"||"2024"||"03"||"318529.37670000000"
"100736"||"2024"||"04"||"207971.16740000000"
"104651"||"2024"||"04"||"259333.99910000000"
"103915"||"2024"||"09"||"229050.82690000000"
"102077"||"2024"||"07"||"227231.49870000000"
"102486"||"2024"||"03"||"278394.78050000000"
"102197"||"2024"||"09"||"220116.16390000000"
"101045"||"2024"||"11"||"247548.86060000000"
"103082"||"2024"||"12"||"289629.69540000000"
"104931"||"2024"||"02"||"217582.12950000000"
"101027"||"2024"||"01"||"254930.54030000000"
"103669"||"2024"||"08"||"303214.95860000000"
"101737"||"2024"||"07"||"319597.26140000000"
"103670"||"2024"||"03"||"312384.23890000000"
"104417"||"2024"||"12"||"259371.57130000000"
"103035"||"2024"||"01"||"302213.03400000000"
"101304"||"2024"||"02"||"242697.87540000000"
"103505"||"2024"||"10"||"197182.94380000000"
"102432"||"2024"||"03"||"205115.68220000000"
"101803"||"2024"||"10"||"318162.83930000000"
"101763"||"2024"||"01"||"213313.09560000000"
"104197"||"2024"||"04"||"319136.37610000000"
"101375"||"2024"||"04"||"235270.27410000000"
"100916"||"2024"||"11"||"235644.32600000000"
"103023"||"2024"||"04"||"460808.52020000000"
"100319"||"2024"||"11"||"211907.06140000000"
"102404"||"2024"||"11"||"186350.46860000000"
"100376"||"2024"||"05"||"192768.63090000000"
"100378"||"2024"||"10"||"192208.38800000000"
"103520"||"2024"||"09"||"239095.95630000000"
"102692"||"2024"||"05"||"242846.49420000000"
"101314"||"2024"||"11"||"184268.97020000000"
"101592"||"2024"||"06"||"336895.49030000000"
"104251"||"2024"||"08"||"436918.46210000000"
"103268"||"2024"||"10"||"250401.84100000000"
"102713"||"2024"||"08"||"237735.00870000000"
"102145"||"2024"||"08"||"252321.36160000000"
"104844"||"2024"||"10"||"221995.60750000000"
"103503"||"2024"||"01"||"215898.89610000000"
"100899"||"2024"||"07"||"249120.21240000000"
"102719"||"2024"||"12"||"227301.63350000000"
"104826"||"2024"||"01"||"148917.72910000000"
"101346"||"2024"||"11"||"298287.15930000000"
"100048"||"2024"||"12"||"139880.36890000000"
"100945"||"2024"||"11"||"285229.57640000000"
"103323"||"2024"||"05"||"317692.76970000000"
"101270"||"2024"||"09"||"192163.30140000000"
"103267"||"2024"||"01"||"235684.40290000000"
"100371"||"2024"||"11"||"347338.04990000000"
"102126"||"2024"||"02"||"165830.21700000000"
"101627"||"2024"||"10"||"414617.28950000000"
"103029"||"2024"||"01"||"249439.99330000000"
"100645"||"2024"||"02"||"310760.28610000000"
"100075"||"2024"||"05"||"362241.67890000000"
"102974"||"2024"||"11"||"189016.42310000000"
"101269"||"2024"||"06"||"139806.89440000000"
"101343"||"2024"||"02"||"454267.62220000000"
"104230"||"2024"||"11"||"192814.55240000000"
"104401"||"2024"||"01"||"245650.21340000000"
"103286"||"2024"||"12"||"205259.29140000000"
"103512"||"2024"||"09"||"192771.97060000000"
"103285"||"2024"||"08"||"204893.58890000000"
"101564"||"2024"||"06"||"246066.84700000000"
"102710"||"2024"||"05"||"490422.07280000000"
"102178"||"2024"||"03"||"310331.12840000000"
"102150"||"2024"||"01"||"202102.39380000000"
"100971"||"2024"||"09"||"385395.32240000000"
"103464"||"2024"||"02"||"245343.79140000000"
"101888"||"2024"||"02"||"283854.43480000000"
"100675"||"2024"||"10"||"451071.48260000000"
"100458"||"2024"||"08"||"230480.23940000000"
"103437"||"2024"||"06"||"159053.86670000000"
"102936"||"2024"||"07"||"218781.09930000000"
"100721"||"2024"||"02"||"472053.45440000000"
"104083"||"2024"||"05"||"211601.47430000000"
"104707"||"2024"||"11"||"467323.53510000000"
"100120"||"2024"||"06"||"334752.20650000000"
"104675"||"2024"||"04"||"260726.67440000000"
"100886"||"2024"||"04"||"244975.58410000000"
"100857"||"2024"||"05"||"266905.20970000000"
"102302"||"2024"||"06"||"458093.30440000000"
"104738"||"2024"||"07"||"313188.28350000000"
"103813"||"2024"||"07"||"451011.36710000000"
"101828"||"2024"||"12"||"324176.89200000000"
"103766"||"2024"||"01"||"149855.36360000000"
"104110"||"2024"||"08"||"359332.75770000000"
"102928"||"2024"||"05"||"281626.82240000000"
"101151"||"2024"||"11"||"199106.63910000000"
"104713"||"2024"||"04"||"375655.78000000000"
"104683"||"2024"||"08"||"285031.69630000000"
"100108"||"2024"||"07"||"212417.20800000000"
"100440"||"2024"||"04"||"320606.70050000000"
"100411"||"2024"||"04"||"270778.48330000000"
"100658"||"2024"||"07"||"356862.17850000000"
"102810"||"2024"||"01"||"281834.72170000000"
"103420"||"2024"||"11"||"162521.36090000000"
"101840"||"2024"||"07"||"261186.72480000000"
"103772"||"2024"||"12"||"289284.86640000000"
"103497"||"2024"||"04"||"125430.94570000000"
"101168"||"2024"||"10"||"329295.89190000000"
"103475"||"2024"||"06"||"237863.58900000000"
"102279"||"2024"||"04"||"443422.62290000000"
"100425"||"2024"||"04"||"272743.09060000000"
"102818"||"2024"||"03"||"306325.09970000000"
"100416"||"2024"||"01"||"165130.53970000000"
"100380"||"2024"||"06"||"175484.59590000000"
"103952"||"2024"||"09"||"215894.72140000000"
"101823"||"2024"||"04"||"265341.37230000000"
"104117"||"2024"||"08"||"173724.54830000000"
"103482"||"2024"||"10"||"147059.99380000000"
"103797"||"2024"||"02"||"187073.52420000000"
"103437"||"2024"||"03"||"149750.16150000000"
"100394"||"2024"||"04"||"244353.55590000000"
"102520"||"2024"||"09"||"343174.21810000000"
"104705"||"2024"||"03"||"253467.73040000000"
"103149"||"2024"||"01"||"125953.61640000000"
"100671"||"2024"||"09"||"295323.13220000000"
"100380"||"2024"||"03"||"181189.72180000000"
"100679"||"2024"||"10"||"190185.33520000000"
"101207"||"2024"||"08"||"313712.62400000000"
"104101"||"2024"||"09"||"251652.57690000000"
"101198"||"2024"||"10"||"142814.33820000000"
"104987"||"2024"||"08"||"224621.48500000000"
"102349"||"2024"||"01"||"118870.84410000000"
"101507"||"2024"||"07"||"227162.19890000000"
"104370"||"2024"||"10"||"234371.88170000000"
"103468"||"2024"||"01"||"241880.47190000000"
"101822"||"2024"||"01"||"263000.20840000000"
"101847"||"2024"||"04"||"191875.24810000000"
"104069"||"2024"||"11"||"190053.41510000000"
"103930"||"2024"||"10"||"212013.93330000000"
"101190"||"2024"||"02"||"394813.41400000000"
"103768"||"2024"||"07"||"331860.81900000000"
"102835"||"2024"||"09"||"229523.40130000000"
"100148"||"2024"||"10"||"216579.36990000000"
"101674"||"2024"||"10"||"378791.80410000000"
"104890"||"2024"||"04"||"193626.94630000000"
"102593"||"2024"||"11"||"312109.54460000000"
"100177"||"2024"||"07"||"228241.77270000000"
"104524"||"2024"||"04"||"157730.49130000000"
"103873"||"2024"||"10"||"282217.12300000000"
"100552"||"2024"||"10"||"192582.43990000000"
"102639"||"2024"||"03"||"307663.50400000000"
"102551"||"2024"||"01"||"185235.82740000000"
"102555"||"2024"||"03"||"200728.92210000000"
"104880"||"2024"||"10"||"168690.71190000000"
"104356"||"2024"||"12"||"190443.33080000000"
"104329"||"2024"||"06"||"378432.78110000000"
"103635"||"2024"||"01"||"253158.80360000000"
"103235"||"2024"||"04"||"348511.13670000000"
"101442"||"2024"||"05"||"194645.56970000000"
"100571"||"2024"||"03"||"222900.67950000000"
"100196"||"2024"||"07"||"294731.99670000000"
"103154"||"2024"||"02"||"234700.84690000000"
"102850"||"2024"||"10"||"423892.60680000000"
"101938"||"2024"||"03"||"419840.65660000000"
"104872"||"2024"||"02"||"153157.54020000000"
"100570"||"2024"||"02"||"258883.13300000000"
"100847"||"2024"||"11"||"78313.76960000000"
"104039"||"2024"||"03"||"239038.34570000000"
"102862"||"2024"||"11"||"275105.12790000000"
"100171"||"2024"||"03"||"396500.82210000000"
"101217"||"2024"||"06"||"250715.77740000000"
"104311"||"2024"||"01"||"267734.30230000000"
"102846"||"2024"||"07"||"279473.51930000000"
"100584"||"2024"||"09"||"205205.02050000000"
"100150"||"2024"||"06"||"254687.57360000000"
"101904"||"2024"||"01"||"290078.89160000000"
"100160"||"2024"||"02"||"194173.83020000000"
"104511"||"2024"||"03"||"409514.15330000000"
"100204"||"2024"||"07"||"179103.21370000000"
"101651"||"2024"||"07"||"289602.97740000000"
"100566"||"2024"||"08"||"292739.83650000000"
"104286"||"2024"||"03"||"293377.72850000000"
"101663"||"2024"||"03"||"253254.82140000000"
"104559"||"2024"||"10"||"250504.53820000000"
"103170"||"2024"||"12"||"229241.19260000000"
"102581"||"2024"||"12"||"313750.19620000000"
"103828"||"2024"||"01"||"273409.37040000000"
"102578"||"2024"||"08"||"225858.02700000000"
"102842"||"2024"||"08"||"153709.43370000000"
"101643"||"2024"||"10"||"270603.98150000000"
"103571"||"2024"||"07"||"503773.55360000000"
"103172"||"2024"||"11"||"312859.31820000000"
"104331"||"2024"||"01"||"232989.22570000000"
"103698"||"2024"||"08"||"304637.69160000000"
"103894"||"2024"||"06"||"301516.69640000000"
"103908"||"2024"||"07"||"156078.15050000000"
"104599"||"2024"||"10"||"314484.94090000000"
"103397"||"2024"||"01"||"165894.50720000000"
"104953"||"2024"||"10"||"173382.22400000000"
"101381"||"2024"||"04"||"149176.55960000000"
"100501"||"2024"||"06"||"201573.04360000000"
"103101"||"2024"||"02"||"392294.40850000000"
"100292"||"2024"||"08"||"221207.42680000000"
"100475"||"2024"||"01"||"162430.35280000000"
"100748"||"2024"||"02"||"138609.59440000000"
"101700"||"2024"||"01"||"346728.54570000000"
"104901"||"2024"||"09"||"349733.48470000000"
"101741"||"2024"||"03"||"303942.18890000000"
"100012"||"2024"||"12"||"299456.07130000000"
"100252"||"2024"||"12"||"282099.39680000000"
"103709"||"2024"||"09"||"210035.96710000000"
"103092"||"2024"||"12"||"228717.68690000000"
"102485"||"2024"||"12"||"347575.17210000000"
"102060"||"2024"||"02"||"335890.22590000000"
"100237"||"2024"||"04"||"242894.92060000000"
"101713"||"2024"||"12"||"290507.21440000000"
"103387"||"2024"||"09"||"163164.26260000000"
"102764"||"2024"||"11"||"331902.56590000000"
"102728"||"2024"||"11"||"108214.54060000000"
"100472"||"2024"||"12"||"147439.05530000000"
"103396"||"2024"||"11"||"164847.49600000000"
"102233"||"2024"||"08"||"223329.00230000000"
"101716"||"2024"||"02"||"320323.65680000000"
"102919"||"2024"||"07"||"182955.61400000000"
"102083"||"2024"||"06"||"265828.14070000000"
"104167"||"2024"||"06"||"349450.44100000000"
"101123"||"2024"||"10"||"258607.60380000000"
"102754"||"2024"||"03"||"375376.91090000000"
"102442"||"2024"||"09"||"291407.27670000000"
"102911"||"2024"||"08"||"374599.58440000000"
"102049"||"2024"||"09"||"274018.03970000000"
"101067"||"2024"||"03"||"422327.09960000000"
"102874"||"2024"||"06"||"261096.55160000000"
"104563"||"2024"||"03"||"349037.98200000000"
"103705"||"2024"||"01"||"218961.44580000000"
"100492"||"2024"||"01"||"258243.57110000000"
"101742"||"2024"||"10"||"193613.58730000000"
"103370"||"2024"||"05"||"158425.99400000000"
"103081"||"2024"||"07"||"275668.71050000000"
"104908"||"2024"||"12"||"183241.99740000000"
"103358"||"2024"||"05"||"300160.75830000000"
"103103"||"2024"||"12"||"209886.51330000000"
"102013"||"2024"||"12"||"351409.20370000000"
"104653"||"2024"||"02"||"402726.11390000000"
"103373"||"2024"||"08"||"231204.96490000000"
"103056"||"2024"||"02"||"135589.62660000000"
"104586"||"2024"||"11"||"313785.26360000000"
"102865"||"2024"||"02"||"179090.68970000000"
"102208"||"2024"||"10"||"328258.89990000000"
"100247"||"2024"||"10"||"311771.39500000000"
"103384"||"2024"||"10"||"236505.98110000000"
"103071"||"2024"||"02"||"269082.72590000000"
"104407"||"2024"||"01"||"353681.90270000000"
"103297"||"2024"||"12"||"241098.97070000000"
"102384"||"2024"||"11"||"177252.99290000000"
"100093"||"2024"||"07"||"345779.22210000000"
"103040"||"2024"||"09"||"456677.25090000000"
"100341"||"2024"||"07"||"376114.99540000000"
"103313"||"2024"||"08"||"232567.58240000000"
"100643"||"2024"||"08"||"194964.51570000000"
"100607"||"2024"||"08"||"436983.58720000000"
"104840"||"2024"||"11"||"281464.00960000000"
"104428"||"2024"||"04"||"302248.93630000000"
"102684"||"2024"||"11"||"255895.72770000000"
"104628"||"2024"||"12"||"233491.85790000000"
"103557"||"2024"||"12"||"161916.03140000000"
"104822"||"2024"||"04"||"220840.05450000000"
"104265"||"2024"||"11"||"171586.27410000000"
"101768"||"2024"||"06"||"272591.13200000000"
"104254"||"2024"||"12"||"307974.10070000000"
"101605"||"2024"||"11"||"232410.61420000000"
"103995"||"2024"||"11"||"289729.88790000000"
"103518"||"2024"||"07"||"366086.56470000000"
"101277"||"2024"||"11"||"337032.42000000000"
"102657"||"2024"||"06"||"286730.79350000000"
"100620"||"2024"||"12"||"229807.28000000000"
"104197"||"2024"||"01"||"284300.29130000000"
"101799"||"2024"||"08"||"261776.19040000000"
"101308"||"2024"||"06"||"241194.15350000000"
"101299"||"2024"||"02"||"248041.47350000000"
"103271"||"2024"||"11"||"194728.22850000000"
"100941"||"2024"||"09"||"210084.39350000000"
"101353"||"2024"||"01"||"124455.73900000000"
"100314"||"2024"||"03"||"218218.35170000000"
"104635"||"2024"||"06"||"212585.86530000000"
"100918"||"2024"||"07"||"254756.03850000000"
"103503"||"2024"||"04"||"267941.36670000000"
"103296"||"2024"||"02"||"227687.37440000000"
"100930"||"2024"||"06"||"394496.13790000000"
"102112"||"2024"||"06"||"163429.77260000000"
"100074"||"2024"||"07"||"274985.73190000000"
"102159"||"2024"||"04"||"279846.73630000000"
"100058"||"2024"||"03"||"304780.46590000000"
"104245"||"2024"||"07"||".00000000000"
"103982"||"2024"||"01"||"400095.22670000000"
"101342"||"2024"||"02"||"223949.36060000000"
"103431"||"2024"||"11"||"202200.91640000000"
"100379"||"2024"||"08"||"295149.46530000000"
"101516"||"2024"||"06"||"287493.92610000000"
"102526"||"2024"||"03"||"213018.36280000000"
"102257"||"2024"||"06"||"317372.98870000000"
"103791"||"2024"||"08"||"219009.87210000000"
"100128"||"2024"||"06"||"230507.79230000000"
"104094"||"2024"||"08"||"193063.36370000000"
"102353"||"2024"||"02"||"200133.61190000000"
"100859"||"2024"||"09"||"305243.85600000000"
"100683"||"2024"||"12"||"329738.40860000000"
"103810"||"2024"||"07"||"388298.39900000000"
"102280"||"2024"||"06"||"180197.81640000000"
"100871"||"2024"||"10"||"72976.01610000000"
"103145"||"2024"||"08"||"190384.88520000000"
"102923"||"2024"||"09"||"407870.16190000000"
"101185"||"2024"||"12"||"410313.18820000000"
"100856"||"2024"||"09"||"184255.61120000000"
"102815"||"2024"||"03"||"236849.97530000000"
"101214"||"2024"||"03"||"246850.85310000000"
"102973"||"2024"||"09"||"346155.77880000000"
"100451"||"2024"||"09"||"213403.26880000000"
"104805"||"2024"||"06"||"300206.67990000000"
"102348"||"2024"||"08"||"241757.73610000000"
"102512"||"2024"||"07"||"286182.23970000000"
"101158"||"2024"||"08"||"401879.48750000000"
"100654"||"2024"||"12"||"309583.02460000000"
"104365"||"2024"||"09"||"250937.87060000000"
"101836"||"2024"||"12"||"132582.18280000000"
"101539"||"2024"||"10"||"280852.83560000000"
"100448"||"2024"||"07"||"176884.78560000000"
"104387"||"2024"||"08"||"329587.28500000000"
"104719"||"2024"||"07"||"366226.83420000000"
"104362"||"2024"||"04"||"233071.04950000000"
"101846"||"2024"||"05"||"319141.38570000000"
"103446"||"2024"||"01"||"180070.07100000000"
"102801"||"2024"||"04"||"232757.94810000000"
"101877"||"2024"||"03"||"339396.96220000000"
"104388"||"2024"||"03"||"274665.95090000000"
"103137"||"2024"||"09"||"245571.72930000000"
"103816"||"2024"||"09"||"360312.13900000000"
"102946"||"2024"||"06"||"446577.85050000000"
"101152"||"2024"||"09"||"180302.18350000000"
"100407"||"2024"||"07"||"275061.71120000000"
"104112"||"2024"||"02"||"280147.31370000000"
"103785"||"2024"||"10"||"211243.28630000000"
"102365"||"2024"||"04"||"336119.83370000000"
"101515"||"2024"||"03"||"358093.71090000000"
"101895"||"2024"||"10"||"322063.66590000000"
"103456"||"2024"||"05"||"299381.76190000000"
"102807"||"2024"||"11"||"146560.70140000000"
"100425"||"2024"||"01"||"238814.58250000000"
"101863"||"2024"||"03"||"301130.95540000000"
"100412"||"2024"||"09"||"338927.72750000000"
"100399"||"2024"||"02"||"235411.37850000000"
"100694"||"2024"||"11"||"475323.90340000000"
"104388"||"2024"||"06"||"249173.64830000000"
"102937"||"2024"||"01"||"239407.38790000000"
"100459"||"2024"||"09"||"243098.64530000000"
"103479"||"2024"||"04"||"167334.77390000000"
"101829"||"2024"||"02"||"211696.65720000000"
"102797"||"2024"||"04"||"254161.56320000000"
"101647"||"2024"||"02"||"242279.57190000000"
"104537"||"2024"||"06"||"337331.32750000000"
"104354"||"2024"||"04"||"302413.41890000000"
"100792"||"2024"||"01"||"374306.52140000000"
"103564"||"2024"||"10"||"233116.97110000000"
"104756"||"2024"||"10"||"364916.81770000000"
"103869"||"2024"||"10"||"349964.76230000000"
"101233"||"2024"||"03"||"322313.31210000000"
"104873"||"2024"||"05"||"158805.05540000000"
"101959"||"2024"||"06"||"368648.98700000000"
"102345"||"2024"||"03"||"212170.90150000000"
"100567"||"2024"||"06"||"177920.94260000000"
"104556"||"2024"||"02"||"231871.24470000000"
"102587"||"2024"||"05"||"223167.02440000000"
"101631"||"2024"||"10"||"272673.79080000000"
"103217"||"2024"||"02"||"172657.49850000000"
"100791"||"2024"||"08"||"473092.95120000000"
"102606"||"2024"||"11"||"169614.15240000000"
"104855"||"2024"||"09"||"180679.57510000000"
"104863"||"2024"||"07"||"262195.32890000000"
"104860"||"2024"||"11"||"228389.55660000000"
"101003"||"2024"||"11"||"257034.58210000000"
"104308"||"2024"||"12"||"221229.97010000000"
"100805"||"2024"||"06"||"376108.31590000000"
"103582"||"2024"||"08"||"377728.09410000000"
"101635"||"2024"||"09"||"164348.20350000000"
"101226"||"2024"||"08"||"324177.72690000000"
"102578"||"2024"||"09"||"225938.18100000000"
"101641"||"2024"||"05"||"254558.15830000000"
"104548"||"2024"||"08"||"375237.47640000000"
"101477"||"2024"||"05"||"282899.26670000000"
"104517"||"2024"||"06"||"359168.27510000000"
"104027"||"2024"||"05"||"190025.86220000000"
"103844"||"2024"||"06"||"368131.32590000000"
"102842"||"2024"||"09"||"146609.96270000000"
"102609"||"2024"||"06"||"245569.22450000000"
"101232"||"2024"||"08"||"245462.35250000000"
"103839"||"2024"||"10"||"205645.86730000000"
"100795"||"2024"||"03"||"358211.43700000000"
"102620"||"2024"||"09"||"284676.01300000000"
"101922"||"2024"||"06"||"204468.60580000000"
"104545"||"2024"||"04"||"375944.66820000000"
"104890"||"2024"||"01"||"163574.21670000000"
"100563"||"2024"||"01"||"193195.28380000000"
"103625"||"2024"||"10"||"160509.16230000000"
"102582"||"2024"||"12"||"310148.27710000000"
"102337"||"2024"||"06"||"280462.08500000000"
"104298"||"2024"||"07"||"254549.80900000000"
"103825"||"2024"||"08"||"294454.79750000000"
"102841"||"2024"||"07"||"195366.95540000000"
"103221"||"2024"||"03"||"291225.26040000000"
"102619"||"2024"||"12"||"224160.59970000000"
"102552"||"2024"||"01"||"321516.78200000000"
"104767"||"2024"||"10"||"201667.39150000000"
"104294"||"2024"||"06"||"379870.54290000000"
"100980"||"2024"||"10"||"260746.71290000000"
"101949"||"2024"||"02"||"311518.40910000000"
"102570"||"2024"||"02"||"210276.42900000000"
"101437"||"2024"||"05"||"192636.71080000000"
"100199"||"2024"||"07"||"410541.12610000000"
"103062"||"2024"||"11"||"260765.91640000000"
"101695"||"2024"||"07"||"295111.05820000000"
"101131"||"2024"||"12"||"308005.82830000000"
"101701"||"2024"||"10"||"570299.67980000000"
"101755"||"2024"||"04"||"285378.19520000000"
"103059"||"2024"||"07"||"244769.35460000000"
"103375"||"2024"||"02"||"120731.08420000000"
"101079"||"2024"||"06"||"173179.33430000000"
"100778"||"2024"||"07"||"547343.08150000000"
"101746"||"2024"||"02"||"283701.64130000000"
"100480"||"2024"||"03"||"188222.39780000000"
"100512"||"2024"||"08"||"297782.02230000000"
"100506"||"2024"||"06"||"163939.91920000000"
"103714"||"2024"||"06"||"224056.23260000000"
"103086"||"2024"||"04"||"264800.33300000000"
"102051"||"2024"||"02"||"246878.40600000000"
"101051"||"2024"||"08"||"276841.79730000000"
"104921"||"2024"||"03"||"286406.00290000000"
"104176"||"2024"||"09"||"171838.42510000000"
"103369"||"2024"||"12"||"184066.08040000000"
"102457"||"2024"||"10"||"224284.17040000000"
"102760"||"2024"||"08"||"211902.05170000000"
"101711"||"2024"||"01"||"277364.46800000000"
"103395"||"2024"||"11"||"206323.00140000000"
"101395"||"2024"||"02"||"213484.25770000000"
"100522"||"2024"||"02"||"96344.23840000000"
"103080"||"2024"||"06"||"217150.46700000000"
"101738"||"2024"||"10"||"179000.51640000000"
"102076"||"2024"||"01"||"443387.55550000000"
"103372"||"2024"||"06"||"576006.47550000000"
"104160"||"2024"||"10"||"279299.85240000000"
"100769"||"2024"||"05"||"309834.34070000000"
"104464"||"2024"||"02"||"332504.55560000000"
"101415"||"2024"||"11"||"395380.33640000000"
"101099"||"2024"||"10"||"311474.15740000000"
"101060"||"2024"||"09"||"202700.20890000000"
"100745"||"2024"||"10"||"226948.45500000000"
"102751"||"2024"||"02"||"305543.59850000000"
"101704"||"2024"||"12"||"203586.07720000000"
"101103"||"2024"||"10"||"234660.76990000000"
"103718"||"2024"||"02"||"319402.72100000000"
"101379"||"2024"||"06"||"362296.78480000000"
"102470"||"2024"||"04"||"123490.55160000000"
"102440"||"2024"||"02"||"135677.29500000000"
"101417"||"2024"||"09"||"190166.13160000000"
"104895"||"2024"||"04"||"310904.73020000000"
"100282"||"2024"||"06"||"324563.46790000000"
"103387"||"2024"||"04"||"165634.00680000000"
"104912"||"2024"||"08"||"313194.96300000000"
"103920"||"2024"||"08"||"270249.96810000000"
"101392"||"2024"||"06"||"283898.68650000000"
"101032"||"2024"||"09"||"352822.75240000000"
"103357"||"2024"||"01"||"288209.46730000000"
"104936"||"2024"||"12"||"158794.20130000000"
"102191"||"2024"||"03"||"224744.22080000000"
"103678"||"2024"||"06"||"187506.02170000000"
"102911"||"2024"||"09"||"341819.11500000000"
"101039"||"2024"||"05"||"207615.48420000000"
"103701"||"2024"||"06"||"359325.24330000000"
"102224"||"2024"||"12"||"432131.76710000000"
"101055"||"2024"||"07"||"232287.87840000000"
"100234"||"2024"||"10"||"198187.37330000000"
"102753"||"2024"||"07"||"388113.04300000000"
"101046"||"2024"||"05"||"327459.86500000000"
"100085"||"2024"||"01"||"425356.25170000000"
